10	50	100	500	1000
0.2	0.2	0.1	0.3	0.4
0.1	0.3	0.4	3.1	5.9
0.2	0.8	1.7	9.7	29.6
3.4	18.0	43.6	358.5	799.7
14.2	83.3	168.3	1592.2	5829.1
