10	50	100	500	1000
0.1	0.2	0.6	0.2	1.7
0.0	1.1	1.3	2.4	3.2
1.8	1.9	1.3	4.0	7.6
4.8	9.2	12.3	42.5	86.3
14.1	29.7	44.0	163.5	317.8
