10	50	100	500	1000
0.0	0.3	0.3	0.8	0.2
0.1	0.1	0.2	1.1	2.4
0.2	0.3	0.5	3.6	9.0
1.8	5.2	10.6	75.6	278.9
7.2	24.2	47.7	395.0	1840.9
