10	50	100	500	1000
0.0	0.1	0.1	0.2	24.7
0.2	1.2	1.3	2.3	3.4
1.6	1.7	1.5	4.2	8.9
4.7	9.5	12.9	43.0	87.7
14.4	30.4	43.3	173.8	320.4
